seed,common_error_energy_sq,seen25_fraction,seen26_fraction,visibility_gain_26_over_25,gain_ge_100,seen26_ge_005,pass
25,0.017059883871219858,0.00011208378429000056,0.5765074913710018,5143.540566754707,True,True,True
27,0.04295994516867498,2.323489450722678e-10,0.6591441601011344,2836871757.2447762,True,True,True
