seed,relative_l2_error,vpinn_loss,residual_l2_norm,target_template_residual,target_template_abs_residual,target_mode_residual_energy_share,base_template_residual_energy_share,max_coordinate_index,max_coordinate_energy_share,error_energy_sq,seen_projection_energy_sq,seen_energy_fraction,invisible_energy_fraction,dense_l2_error_sq,spectral_1_80_l2_energy,spectral_1_80_capture_fraction,blind_modes_l2_energy,blind_modes_fraction_total_l2_error,capture_weighted_mean_visibility_1_80,weakly_resolved_but_l2_unresolved,weak_test_invisible_endpoint,blind_mode_l2_dominated,top10_error_modes_fraction
25,0.01069684548718103,7.967234765976108e-08,0.0013828001821789965,-0.00013315648356532282,0.00013315648356532282,0.009272690816559723,0.0030898900716407676,13,0.1386068310927365,0.01705988387084139,1.912136343834266e-06,0.00011208378429248709,0.9998879162157075,2.621459674021564e-06,2.6213249850376664e-06,0.9999486206157461,2.129182358694691e-06,0.8122125164825925,0.11718443098810523,True,True,True,"25:0.812201,27:0.0473713,23:0.0458222,26:0.0226036,24:0.0221538,33:0.00550134,22:0.00471787,28:0.00463393,17:0.00444492,35:0.00303921"
27,0.016715641449028783,4.159040808460042e-13,3.1593825251628046e-06,9.785657717192604e-08,9.785657717192604e-08,0.0009593467717691103,2.8661623021726744e-05,18,0.26472532704293034,0.04295994516810559,9.981697940304101e-12,2.3234894507534737e-10,0.9999999997676511,6.401442222469852e-06,6.401273738102041e-06,0.9999736802486133,1.3076986980310375e-06,0.20428188720361387,0.49837481683049956,True,True,False,"27:0.235898,23:0.230649,25:0.204276,34:0.0373152,28:0.0371821,22:0.0356761,16:0.0325802,30:0.028876,32:0.0272373,20:0.0270718"
