branch,certified_escape,escape_onset,escape_confirmation,auc_relL2,final_relL2,final_scaled_loss,final_target_share,final_self_seen_fraction
CONTROL26,False,-1,-1,5.39857969951606,0.010633636077882432,6.327757961873205e-09,0.008646867307380917,8.121567825558558e-06
UNION26_25,True,4025,4075,3.0170863589713277,0.017722440580579958,0.00014522810859495251,0.010266031722289555,0.743052794872965
